Vel_Mag_impact,Vel_Angle_impact,Theta_p,Phi_P_B_impact,dPhi_impact,V_perp,V_tx,Contact_4_Leg,Contact_2_Leg,Contact_Prop
#,gamma: 16,L: 0.105,PD: 0.075,Mass: 0.035,Iyy: 1.700e-05,I_c: 4.029e-04,,,
1.0,-85,0.0,185.0,0,1.0,0.09,False,True,False
1.0,-85,0.0,190.0,0,1.0,0.09,False,True,False
1.0,-85,0.0,195.0,0,1.0,0.09,False,True,False
1.0,-85,0.0,200.0,0,1.0,0.09,False,True,False
1.0,-85,0.0,205.0,0,1.0,0.09,True,False,False
1.0,-85,0.0,210.0,0,1.0,0.09,True,False,False
1.0,-85,0.0,215.0,0,1.0,0.09,True,False,False
1.0,-85,0.0,220.0,0,1.0,0.09,True,False,False
1.0,-85,0.0,225.0,0,1.0,0.09,True,False,False
1.0,-85,0.0,230.0,0,1.0,0.09,False,False,True
1.0,-85,0.0,235.0,0,1.0,0.09,False,False,True
1.0,-85,0.0,240.0,0,1.0,0.09,False,False,True
1.0,-85,0.0,245.0,0,1.0,0.09,False,False,True
1.0,-90,0.0,115.0,0,1.0,0.0,False,False,True
1.0,-90,0.0,120.0,0,1.0,0.0,False,False,True
1.0,-90,0.0,125.0,0,1.0,0.0,False,False,True
1.0,-90,0.0,130.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,135.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,140.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,145.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,150.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,155.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,160.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,165.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,170.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,175.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,180.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,185.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,190.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,195.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,200.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,205.0,0,1.0,0.0,False,True,False
1.0,-90,0.0,210.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,215.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,220.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,225.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,230.0,0,1.0,0.0,True,False,False
1.0,-90,0.0,235.0,0,1.0,0.0,False,False,True
1.0,-90,0.0,240.0,0,1.0,0.0,False,False,True
1.0,-90,0.0,245.0,0,1.0,0.0,False,False,True
1.0,-95,0.0,115.0,0,1.0,-0.09,False,False,True
1.0,-95,0.0,120.0,0,1.0,-0.09,False,False,True
1.0,-95,0.0,125.0,0,1.0,-0.09,False,False,True
1.0,-95,0.0,130.0,0,1.0,-0.09,False,False,True
1.0,-95,0.0,135.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,140.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,145.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,150.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,155.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,160.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,165.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,170.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,175.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,180.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,185.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,190.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,195.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,200.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,205.0,0,1.0,-0.09,False,True,False
1.0,-95,0.0,210.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,215.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,220.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,225.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,230.0,0,1.0,-0.09,True,False,False
1.0,-95,0.0,235.0,0,1.0,-0.09,False,False,True
1.0,-95,0.0,240.0,0,1.0,-0.09,False,False,True
1.0,-95,0.0,245.0,0,1.0,-0.09,False,False,True
1.0,-100,0.0,115.0,0,0.98,-0.17,False,False,True
1.0,-100,0.0,120.0,0,0.98,-0.17,False,False,True
1.0,-100,0.0,125.0,0,0.98,-0.17,False,False,True
1.0,-100,0.0,130.0,0,0.98,-0.17,False,False,True
1.0,-100,0.0,135.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,140.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,145.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,150.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,155.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,160.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,165.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,170.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,175.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,180.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,185.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,190.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,195.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,200.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,205.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,210.0,0,0.98,-0.17,False,True,False
1.0,-100,0.0,215.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,220.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,225.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,230.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,235.0,0,0.98,-0.17,True,False,False
1.0,-100,0.0,240.0,0,0.98,-0.17,False,False,True
1.0,-100,0.0,245.0,0,0.98,-0.17,False,False,True
1.0,-105,0.0,115.0,0,0.97,-0.26,False,False,True
1.0,-105,0.0,120.0,0,0.97,-0.26,False,False,True
1.0,-105,0.0,125.0,0,0.97,-0.26,False,False,True
1.0,-105,0.0,130.0,0,0.97,-0.26,False,False,True
1.0,-105,0.0,135.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,140.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,145.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,150.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,155.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,160.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,165.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,170.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,175.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,180.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,185.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,190.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,195.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,200.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,205.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,210.0,0,0.97,-0.26,False,True,False
1.0,-105,0.0,215.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,220.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,225.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,230.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,235.0,0,0.97,-0.26,True,False,False
1.0,-105,0.0,240.0,0,0.97,-0.26,False,False,True
1.0,-105,0.0,245.0,0,0.97,-0.26,False,False,True
1.0,-110,0.0,115.0,0,0.94,-0.34,False,False,True
1.0,-110,0.0,120.0,0,0.94,-0.34,False,False,True
1.0,-110,0.0,125.0,0,0.94,-0.34,False,False,True
1.0,-110,0.0,130.0,0,0.94,-0.34,False,False,True
1.0,-110,0.0,135.0,0,0.94,-0.34,False,False,True
1.0,-110,0.0,140.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,145.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,150.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,155.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,160.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,165.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,170.0,0,0.94,-0.34,False,True,False
1.0,-110,0.0,175.0,0,0.94,-0.34,False,True,False
1.0,-110,0.0,180.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,185.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,190.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,195.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,200.0,0,0.94,-0.34,False,True,False
1.0,-110,0.0,205.0,0,0.94,-0.34,False,True,False
1.0,-110,0.0,210.0,0,0.94,-0.34,False,True,False
1.0,-110,0.0,215.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,220.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,225.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,230.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,235.0,0,0.94,-0.34,True,False,False
1.0,-110,0.0,240.0,0,0.94,-0.34,False,False,True
1.0,-110,0.0,245.0,0,0.94,-0.34,False,False,True
1.0,-115,0.0,115.0,0,0.91,-0.42,False,False,True
1.0,-115,0.0,120.0,0,0.91,-0.42,False,False,True
1.0,-115,0.0,125.0,0,0.91,-0.42,False,False,True
1.0,-115,0.0,130.0,0,0.91,-0.42,False,False,True
1.0,-115,0.0,135.0,0,0.91,-0.42,False,False,True
1.0,-115,0.0,140.0,0,0.91,-0.42,False,False,True
1.0,-115,0.0,145.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,150.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,155.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,160.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,165.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,170.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,175.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,180.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,185.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,190.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,195.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,200.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,205.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,210.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,215.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,220.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,225.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,230.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,235.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,240.0,0,0.91,-0.42,True,False,False
1.0,-115,0.0,245.0,0,0.91,-0.42,False,False,True
1.0,-120,0.0,115.0,0,0.87,-0.5,False,False,True
1.0,-120,0.0,120.0,0,0.87,-0.5,False,False,True
1.0,-120,0.0,125.0,0,0.87,-0.5,False,False,True
1.0,-120,0.0,130.0,0,0.87,-0.5,False,False,True
1.0,-120,0.0,135.0,0,0.87,-0.5,False,False,True
1.0,-120,0.0,140.0,0,0.87,-0.5,False,False,True
1.0,-120,0.0,145.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,150.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,155.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,160.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,165.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,170.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,175.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,180.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,185.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,190.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,195.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,200.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,205.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,210.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,215.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,220.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,225.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,230.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,235.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,240.0,0,0.87,-0.5,True,False,False
1.0,-120,0.0,245.0,0,0.87,-0.5,False,False,True
1.0,-125,0.0,115.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,120.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,125.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,130.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,135.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,140.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,145.0,0,0.82,-0.57,False,False,True
1.0,-125,0.0,150.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,155.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,160.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,165.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,170.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,175.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,180.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,185.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,190.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,195.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,200.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,205.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,210.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,215.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,220.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,225.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,230.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,235.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,240.0,0,0.82,-0.57,True,False,False
1.0,-125,0.0,245.0,0,0.82,-0.57,False,False,True
1.0,-130,0.0,115.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,120.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,125.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,130.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,135.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,140.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,145.0,0,0.77,-0.64,False,False,True
1.0,-130,0.0,150.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,155.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,160.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,165.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,170.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,175.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,180.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,185.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,190.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,195.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,200.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,205.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,210.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,215.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,220.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,225.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,230.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,235.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,240.0,0,0.77,-0.64,True,False,False
1.0,-130,0.0,245.0,0,0.77,-0.64,False,False,True
1.0,-135,0.0,115.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,120.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,125.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,130.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,135.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,140.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,145.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,150.0,0,0.71,-0.71,False,False,True
1.0,-135,0.0,155.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,160.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,165.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,170.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,175.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,180.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,185.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,190.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,195.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,200.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,205.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,210.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,215.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,220.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,225.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,230.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,235.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,240.0,0,0.71,-0.71,True,False,False
1.0,-135,0.0,245.0,0,0.71,-0.71,True,False,False
1.0,-140,0.0,115.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,120.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,125.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,130.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,135.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,140.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,145.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,150.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,155.0,0,0.64,-0.77,False,False,True
1.0,-140,0.0,160.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,165.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,170.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,175.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,180.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,185.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,190.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,195.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,200.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,205.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,210.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,215.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,220.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,225.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,230.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,235.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,240.0,0,0.64,-0.77,True,False,False
1.0,-140,0.0,245.0,0,0.64,-0.77,True,False,False
1.0,-145,0.0,115.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,120.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,125.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,130.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,135.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,140.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,145.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,150.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,155.0,0,0.57,-0.82,False,False,True
1.0,-145,0.0,160.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,165.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,170.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,175.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,180.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,185.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,190.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,195.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,200.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,205.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,210.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,215.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,220.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,225.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,230.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,235.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,240.0,0,0.57,-0.82,True,False,False
1.0,-145,0.0,245.0,0,0.57,-0.82,True,False,False
1.0,-150,0.0,115.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,120.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,125.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,130.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,135.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,140.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,145.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,150.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,155.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,160.0,0,0.5,-0.87,False,False,True
1.0,-150,0.0,165.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,170.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,175.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,180.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,185.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,190.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,195.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,200.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,205.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,210.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,215.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,220.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,225.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,230.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,235.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,240.0,0,0.5,-0.87,True,False,False
1.0,-150,0.0,245.0,0,0.5,-0.87,True,False,False
1.0,-155,0.0,115.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,120.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,125.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,130.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,135.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,140.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,145.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,150.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,155.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,160.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,165.0,0,0.42,-0.91,False,False,True
1.0,-155,0.0,170.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,175.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,180.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,185.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,190.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,195.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,200.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,205.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,210.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,215.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,220.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,225.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,230.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,235.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,240.0,0,0.42,-0.91,True,False,False
1.0,-155,0.0,245.0,0,0.42,-0.91,True,False,False
1.0,-160,0.0,115.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,120.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,125.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,130.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,135.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,140.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,145.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,150.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,155.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,160.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,165.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,170.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,175.0,0,0.34,-0.94,False,False,True
1.0,-160,0.0,180.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,185.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,190.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,195.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,200.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,205.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,210.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,215.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,220.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,225.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,230.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,235.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,240.0,0,0.34,-0.94,True,False,False
1.0,-160,0.0,245.0,0,0.34,-0.94,True,False,False
1.0,-165,0.0,115.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,120.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,125.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,130.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,135.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,140.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,145.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,150.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,155.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,160.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,165.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,170.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,175.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,180.0,0,0.26,-0.97,False,False,True
1.0,-165,0.0,185.0,0,0.26,-0.97,True,False,False
1.0,-165,0.0,190.0,0,0.26,-0.97,True,False,False
